,rf_daily
2021-09-03,5.242988679418611e-05
2021-09-07,5.438748831790463e-05
2021-09-08,5.321304329332437e-05
2021-09-09,5.1254862168834245e-05
2021-09-10,5.321304329332437e-05
2021-09-13,5.242988679418611e-05
2021-09-14,5.047131907847068e-05
2021-09-15,5.16465757043443e-05
2021-09-16,5.2821484363779426e-05
2021-09-17,5.399604526276566e-05
2021-09-20,5.16465757043443e-05
2021-09-21,5.242988679418611e-05
2021-09-22,5.203825057691748e-05
2021-09-23,5.556158585640322e-05
2021-09-24,5.7908739297222564e-05
2021-09-27,5.829979659916541e-05
2021-09-28,6.0645331472845164e-05
2021-09-29,6.103611919961267e-05
2021-09-30,5.9863640547781564e-05
2021-10-01,5.829979659916541e-05
2021-10-04,5.8690815367600574e-05
2021-10-05,6.0645331472845164e-05
2021-10-06,6.0254505258095456e-05
2021-10-07,6.2208251527808e-05
2021-10-08,6.338003773689947e-05
2021-10-12,6.259888537842158e-05
2021-10-13,6.142686844597768e-05
2021-10-14,5.9863640547781564e-05
2021-10-15,6.259888537842158e-05
2021-10-18,6.259888537842158e-05
2021-10-19,6.494188129469933e-05
2021-10-20,6.494188129469933e-05
2021-10-21,6.611286068693322e-05
2021-10-22,6.533224615343266e-05
2021-10-25,6.455147803123786e-05
2021-10-26,6.416103635549083e-05
2021-10-27,6.0645331472845164e-05
2021-10-28,6.181757921951771e-05
2021-10-29,6.103611919961267e-05
2021-11-01,6.2208251527808e-05
2021-11-02,6.142686844597768e-05
2021-11-03,6.298948077892922e-05
2021-11-04,6.0254505258095456e-05
2021-11-05,5.712650906242992e-05
2021-11-08,5.94727373343184e-05
2021-11-09,5.751764345417663e-05
2021-11-10,6.142686844597768e-05
2021-11-12,6.2208251527808e-05
2021-11-15,6.416103635549083e-05
2021-11-16,6.416103635549083e-05
2021-11-17,6.298948077892922e-05
2021-11-18,6.259888537842158e-05
2021-11-19,6.0645331472845164e-05
2021-11-22,6.416103635549083e-05
2021-11-23,6.572257261499297e-05
2021-11-24,6.455147803123786e-05
2021-11-26,5.829979659916541e-05
2021-11-29,5.9863640547781564e-05
2021-11-30,5.6344124602432255e-05
2021-12-01,5.6344124602432255e-05
2021-12-02,5.673533611438251e-05
2021-12-03,5.321304329332437e-05
2021-12-06,5.6344124602432255e-05
2021-12-07,5.829979659916541e-05
2021-12-08,5.9863640547781564e-05
2021-12-09,5.8690815367600574e-05
2021-12-10,5.829979659916541e-05
2021-12-13,5.595287451897471e-05
2021-12-14,5.673533611438251e-05
2021-12-15,5.7908739297222564e-05
2021-12-16,5.673533611438251e-05
2021-12-17,5.556158585640322e-05
2021-12-20,5.6344124602432255e-05
2021-12-21,5.829979659916541e-05
2021-12-22,5.751764345417663e-05
2021-12-23,5.908179561012126e-05
2021-12-27,5.829979659916541e-05
2021-12-28,5.8690815367600574e-05
2021-12-29,6.103611919961267e-05
2021-12-30,5.9863640547781564e-05
2021-12-31,5.9863640547781564e-05
2022-01-03,6.416103635549083e-05
2022-01-04,6.533224615343266e-05
2022-01-05,6.728349464052925e-05
2022-01-06,6.80637254665304e-05
2022-01-07,6.923378414174883e-05
2022-01-10,7.001363163728286e-05
2022-01-11,6.884380291513124e-05
2022-01-12,6.845378335923679e-05
2022-01-13,6.689332169215399e-05
2022-01-14,7.001363163728286e-05
2022-01-18,7.35210500550935e-05
2022-01-19,7.196258014080428e-05
2022-01-20,7.196258014080428e-05
2022-01-21,6.884380291513124e-05
2022-01-24,6.884380291513124e-05
2022-01-25,7.001363163728286e-05
2022-01-26,7.274189160604532e-05
2022-01-27,7.118311559925793e-05
2022-01-28,7.001363163728286e-05
2022-01-31,7.040349792125843e-05
2022-02-01,7.118311559925793e-05
2022-02-02,7.001363163728286e-05
2022-02-03,7.157286700832768e-05
2022-02-04,7.585760790567517e-05
2022-02-07,7.546827712603949e-05
2022-02-08,7.702537111041027e-05
2022-02-09,7.624690049128718e-05
2022-02-10,7.974881626635871e-05
2022-02-11,7.546827712603949e-05
2022-02-14,7.780368904332679e-05
2022-02-15,8.052660026889838e-05
2022-02-16,7.974881626635871e-05
2022-02-17,7.741454915890085e-05
2022-02-18,7.546827712603949e-05
2022-02-22,7.624690049128718e-05
2022-02-23,7.819279077117234e-05
2022-02-24,7.702537111041027e-05
2022-02-25,7.741454915890085e-05
2022-02-28,7.196258014080428e-05
2022-03-01,6.767362922947469e-05
2022-03-02,7.313148995383787e-05
2022-03-03,7.313148995383787e-05
2022-03-04,6.845378335923679e-05
2022-03-07,7.001363163728286e-05
2022-03-08,7.313148995383787e-05
2022-03-09,7.624690049128718e-05
2022-03-10,7.780368904332679e-05
2022-03-11,7.858185434991956e-05
2022-03-14,8.402474298177209e-05
2022-03-15,8.441323522039592e-05
2022-03-16,8.596682395248554e-05
2022-03-17,8.635512611711393e-05
2022-03-18,8.402474298177209e-05
2022-03-21,9.101179080355552e-05
2022-03-22,9.333807556089629e-05
2022-03-23,9.101179080355552e-05
2022-03-24,9.178737059069232e-05
2022-03-25,9.721218889042608e-05
2022-03-28,9.643766874192388e-05
2022-03-29,9.450070674307494e-05
2022-03-30,9.217510364764779e-05
2022-03-31,9.101179080355552e-05
2022-04-01,9.372565713743662e-05
2022-04-04,9.488817478695587e-05
2022-04-05,9.953484272802874e-05
2022-04-06,0.0001022428884366128
2022-04-07,0.00010417607596851468
2022-04-08,0.00010649465854587216
2022-04-11,0.0001091979604632511
2022-04-12,0.00010649465854587216
2022-04-13,0.0001057219482000837
2022-04-14,0.00011074187798812646
2022-04-18,0.0001115136115510904
2022-04-19,0.00011459904583482845
2022-04-20,0.0001115136115510904
2022-04-21,0.00011344228909489076
2022-04-22,0.00011344228909489076
2022-04-25,0.00010996999431165
2022-04-26,0.00010842577638448576
2022-04-27,0.00011035595491772711
2022-04-28,0.0001115136115510904
2022-04-29,0.0001130566285699501
2022-05-02,0.000116911548212774
2022-05-03,0.00011614086381177834
2022-05-04,0.00011459904583482845
2022-05-05,0.00011922270376339938
2022-05-06,0.00012191735175730349
2022-05-09,0.00011922270376339938
2022-05-10,0.000116911548212774
2022-05-11,0.00011382791214249548
2022-05-12,0.00011112776353014819
2022-05-13,0.00011459904583482845
2022-05-16,0.0001126709305603882
2022-05-17,0.0001165262247218412
2022-05-18,0.0001130566285699501
2022-05-19,0.00011112776353014819
2022-05-20,0.00010881188720631833
2022-05-23,0.00011189942205824895
2022-05-24,0.00010803962799044257
2022-05-25,0.00010765344201687577
2022-05-26,0.00010765344201687577
2022-05-27,0.00010726721845647031
2022-05-31,0.0001115136115510904
2022-06-01,0.00011498455649411583
2022-06-02,0.00011421349772004741
2022-06-03,0.00011575546547531716
2022-06-06,0.00011883760463473055
2022-06-07,0.0001165262247218412
2022-06-08,0.00011845246813049719
2022-06-09,0.00011883760463473055
2022-06-10,0.00012307164098876802
2022-06-13,0.00013382884683182895
2022-06-14,0.00013613017338091364
2022-06-15,0.00012999033427846146
2022-06-16,0.00012806968472339538
2022-06-17,0.00012691684862321725
2022-06-21,0.00012922218600501024
2022-06-22,0.00012345632946449497
2022-06-23,0.00012076272666746792
2022-06-24,0.0001223021521424062
2022-06-27,0.00012499471055305958
2022-06-28,0.00012499471055305958
2022-06-29,0.00012114763902707457
2022-06-30,0.0001165262247218412
2022-07-01,0.0001126709305603882
2022-07-05,0.00011035595491772711
2022-07-06,0.00011459904583482845
2022-07-07,0.0001176820829663122
2022-07-08,0.00012076272666746792
2022-07-11,0.000116911548212774
2022-07-12,0.00011575546547531716
2022-07-13,0.00011382791214249548
2022-07-14,0.00011575546547531716
2022-07-15,0.00011459904583482845
2022-07-18,0.00011575546547531716
2022-07-19,0.0001176820829663122
2022-07-20,0.00011883760463473055
2022-07-21,0.00011382791214249548
2022-07-22,0.00010842577638448576
2022-07-25,0.00010996999431165
2022-07-26,0.00010996999431165
2022-07-27,0.00010881188720631833
2022-07-28,0.00010494908736050884
2022-07-29,0.00010456260048723001
2022-08-01,0.0001018561378911818
2022-08-02,0.00010765344201687577
2022-08-03,0.00010688095730190889
2022-08-04,0.00010494908736050884
2022-08-05,0.00011074187798812646
2022-08-08,0.00010842577638448576
2022-08-09,0.00010958399616259281
2022-08-10,0.00010881188720631833
2022-08-11,0.00011228519505891767
2022-08-12,0.00011112776353014819
2022-08-15,0.0001091979604632511
2022-08-16,0.00011035595491772711
2022-08-17,0.0001130566285699501
2022-08-18,0.0001126709305603882
2022-08-19,0.0001165262247218412
2022-08-22,0.00011845246813049719
2022-08-23,0.00011922270376339938
2022-08-24,0.00012153251405460613
2022-08-25,0.00011845246813049719
2022-08-26,0.00011883760463473055
2022-08-29,0.00012191735175730349
2022-08-30,0.00012153251405460613
2022-08-31,0.00012307164098876802
2022-09-01,0.0001273011645373478
2022-09-02,0.00012499471055305958
2022-09-06,0.00012999033427846146
2022-09-07,0.00012768544323500476
2022-09-08,0.00012845388900972478
2022-09-09,0.00012999033427846146
2022-09-12,0.00013152618489008764
2022-09-13,0.00013344516261898435
2022-09-14,0.00013306144130473152
2022-09-15,0.0001345961039819867
2022-09-16,0.0001345961039819867
2022-09-19,0.00013613017338091364
2022-09-20,0.0001391965341773657
2022-09-21,0.0001368969857443149
2022-09-22,0.0001441743224102786
2022-09-23,0.00014379163723053713
2022-09-26,0.00015105635240657254
2022-09-27,0.00015449289683249024
2022-09-28,0.00014493958207290543
2022-09-29,0.00014646965880990933
2022-09-30,0.0001491458743145683
2022-10-03,0.00014302615613860837
2022-10-04,0.00014111180713710666
2022-10-05,0.00014646965880990933
2022-10-06,0.0001491458743145683
2022-10-07,0.00015143833767598754
2022-10-11,0.0001529659111596779
2022-10-12,0.00015220219792247582
2022-10-13,0.00015449289683249024
2022-10-14,0.00015563775060825925
2022-10-17,0.00015640080300331373
2022-10-18,0.0001560192951466286
2022-10-19,0.00016097603867722918
2022-10-20,0.00016478470963689803
2022-10-21,0.00016364249212795541
2022-10-24,0.00016516537575722004
2022-10-25,0.0001594515461620308
2022-10-26,0.00015716370869983895
2022-10-27,0.0001541112054968183
2022-10-28,0.00015640080300331373
2022-10-31,0.0001594515461620308
2022-11-01,0.00015830779230824056
2022-11-02,0.0001594515461620308
2022-11-03,0.00016097603867722918
2022-11-04,0.00016211902384232588
2022-11-07,0.00016402326782927467
2022-11-08,0.00016097603867722918
2022-11-09,0.00016021386562806812
2022-11-10,0.00014876366829758573
2022-11-14,0.00015105635240657254
2022-11-15,0.00014799914580832115
2022-11-16,0.00014302615613860837
2022-11-17,0.000146852085829745
2022-11-18,0.00014876366829758573
2022-11-21,0.0001491458743145683
2022-11-22,0.00014646965880990933
2022-11-23,0.00014455697068869607
2022-11-25,0.00014340891514235372
2022-11-28,0.00014379163723053713
2022-11-29,0.00014608719493141428
2022-11-30,0.00014340891514235372
2022-12-01,0.0001376636499600407
2022-12-02,0.0001368969857443149
2022-12-05,0.00014034580887814025
2022-12-06,0.0001368969857443149
2022-12-07,0.00013344516261898435
2022-12-08,0.0001357467116259403
2022-12-09,0.0001391965341773657
2022-12-12,0.0001407288264903534
2022-12-13,0.0001368969857443149
2022-12-14,0.00013613017338091364
2022-12-15,0.00013421249395043913
2022-12-16,0.0001357467116259403
2022-12-19,0.0001391965341773657
2022-12-20,0.00014379163723053713
2022-12-21,0.00014340891514235372
2022-12-22,0.00014302615613860837
2022-12-23,0.00014608719493141428
2022-12-27,0.00014952804352257336
2022-12-28,0.00015105635240657254
2022-12-29,0.0001491458743145683
2022-12-30,0.00015105635240657254
2023-01-03,0.00014761682932185041
2023-01-04,0.00014379163723053713
2023-01-05,0.00014455697068869607
2023-01-06,0.00013843016608532492
2023-01-09,0.0001376636499600407
2023-01-10,0.0001407288264903534
2023-01-11,0.0001380469265304128
2023-01-12,0.00013382884683182895
2023-01-13,0.00013613017338091364
2023-01-17,0.0001376636499600407
2023-01-18,0.00013152618489008764
2023-01-19,0.00013229388734329527
2023-01-20,0.0001357467116259403
2023-01-23,0.00013728033636705938
2023-01-24,0.00013497967693364135
2023-01-25,0.00013497967693364135
2023-01-26,0.00013613017338091364
2023-01-27,0.00013728033636705938
2023-01-30,0.00013843016608532492
2023-01-31,0.00013728033636705938
2023-02-01,0.00013229388734329527
2023-02-02,0.00013267768288189452
2023-02-03,0.0001376636499600407
2023-02-06,0.00014149475082553446
2023-02-07,0.00014302615613860837
2023-02-08,0.00014149475082553446
2023-02-09,0.00014302615613860837
2023-02-10,0.0001457046941871542
2023-02-13,0.00014493958207290543
2023-02-14,0.000146852085829745
2023-02-15,0.00014838142546453448
2023-02-16,0.0001502922715400059
2023-02-17,0.00014876366829758573
2023-02-21,0.00015372947744416923
2023-02-22,0.0001529659111596779
2023-02-23,0.00015105635240657254
2023-02-24,0.00015372947744416923
2023-02-27,0.00015258407291370092
2023-02-28,0.00015258407291370092
2023-03-01,0.0001560192951466286
2023-03-02,0.00015868908022285085
2023-03-03,0.00015449289683249024
2023-03-06,0.00015487455145824763
2023-03-07,0.00015449289683249024
2023-03-08,0.00015487455145824763
2023-03-09,0.0001529659111596779
2023-03-10,0.0001441743224102786
2023-03-13,0.00013843016608532492
2023-03-14,0.0001418776575627692
2023-03-15,0.0001368969857443149
2023-03-16,0.00013881336863192696
2023-03-17,0.00013229388734329527
2023-03-20,0.0001353632128125707
2023-03-21,0.0001399627542933307
2023-03-22,0.0001357467116259403
2023-03-23,0.0001319100546817537
2023-03-24,0.0001319100546817537
2023-03-27,0.0001376636499600407
2023-03-28,0.00013843016608532492
2023-03-29,0.0001391965341773657
2023-03-30,0.00013843016608532492
2023-03-31,0.0001357467116259403
2023-04-03,0.00013382884683182895
2023-04-04,0.0001307583338876428
2023-04-05,0.00012883805610119608
2023-04-06,0.00012883805610119608
2023-04-10,0.00013306144130473152
2023-04-11,0.00013382884683182895
2023-04-12,0.00013306144130473152
2023-04-13,0.0001345961039819867
2023-04-14,0.00013728033636705938
2023-04-17,0.00014034580887814025
2023-04-18,0.00013957966272878605
2023-04-19,0.00014034580887814025
2023-04-20,0.0001380469265304128
2023-04-21,0.0001391965341773657
2023-04-24,0.00013728033636705938
2023-04-25,0.00013267768288189452
2023-04-26,0.00013382884683182895
2023-04-27,0.0001376636499600407
2023-04-28,0.00013421249395043913
2023-05-01,0.0001399627542933307
2023-05-02,0.00013421249395043913
2023-05-03,0.0001319100546817537
2023-05-04,0.00013152618489008764
2023-05-05,0.00013421249395043913
2023-05-08,0.00013728033636705938
2023-05-09,0.0001376636499600407
2023-05-10,0.00013382884683182895
2023-05-11,0.00013229388734329527
2023-05-12,0.00013497967693364135
2023-05-15,0.00013651359808465206
2023-05-16,0.0001380469265304128
2023-05-17,0.0001391965341773657
2023-05-18,0.0001422605273559413
2023-05-19,0.0001441743224102786
2023-05-22,0.00014493958207290543
2023-05-23,0.0001441743224102786
2023-05-24,0.00014532215657002146
2023-05-25,0.0001491458743145683
2023-05-26,0.00014799914580832115
2023-05-30,0.00014379163723053713
2023-05-31,0.0001418776575627692
2023-06-01,0.0001407288264903534
2023-06-02,0.00014379163723053713
2023-06-05,0.00014379163723053713
2023-06-06,0.0001441743224102786
2023-06-07,0.00014761682932185041
2023-06-08,0.00014532215657002146
2023-06-09,0.00014608719493141428
2023-06-12,0.00014532215657002146
2023-06-13,0.00014952804352257336
2023-06-14,0.0001491458743145683
2023-06-15,0.00014493958207290543
2023-06-16,0.000146852085829745
2023-06-20,0.0001457046941871542
2023-06-21,0.00014493958207290543
2023-06-22,0.00014799914580832115
2023-06-23,0.0001457046941871542
2023-06-26,0.00014493958207290543
2023-06-27,0.000146852085829745
2023-06-28,0.00014455697068869607
2023-06-29,0.00014991017592869016
2023-06-30,0.00014838142546453448
2023-07-03,0.0001502922715400059
2023-07-05,0.00015372947744416923
2023-07-06,0.00015754510655377796
2023-07-07,0.0001579264677542304
2023-07-10,0.0001560192951466286
2023-07-11,0.0001552561693811511
2023-07-12,0.0001502922715400059
2023-07-13,0.00014646965880990933
2023-07-14,0.0001491458743145683
2023-07-17,0.00014838142546453448
2023-07-18,0.00014799914580832115
2023-07-19,0.00014608719493141428
2023-07-20,0.00014991017592869016
2023-07-21,0.00014952804352257336
2023-07-24,0.0001502922715400059
2023-07-25,0.00015220219792247582
2023-07-26,0.0001502922715400059
2023-07-27,0.0001560192951466286
2023-07-28,0.0001541112054968183
2023-07-31,0.00015449289683249024
2023-08-01,0.00015754510655377796
2023-08-02,0.00015868908022285085
2023-08-03,0.00016326167988561593
2023-08-04,0.00015754510655377796
2023-08-07,0.0001590703315051015
2023-08-08,0.00015640080300331373
2023-08-09,0.00015563775060825925
2023-08-10,0.0001590703315051015
2023-08-11,0.00016173806536574534
2023-08-14,0.00016288083109524215
2023-08-15,0.00016364249212795541
2023-08-16,0.00016630715506829193
2023-08-17,0.00016706815880410843
2023-08-18,0.0001655460053645574
2023-08-21,0.00016858972859585473
2023-08-22,0.00016858972859585473
2023-08-23,0.00016288083109524215
2023-08-24,0.00016440400699658554
2023-08-25,0.00016516537575722004
2023-08-28,0.00016326167988561593
2023-08-29,0.00016021386562806812
2023-08-30,0.00016021386562806812
2023-08-31,0.0001590703315051015
2023-09-01,0.00016249994574981814
2023-09-05,0.00016592659846591408
2023-09-06,0.00016706815880410843
2023-09-07,0.00016592659846591408
2023-09-08,0.0001655460053645574
2023-09-11,0.00016668767517869076
2023-09-12,0.00016592659846591408
2023-09-13,0.00016516537575722004
2023-09-14,0.00016668767517869076
2023-09-15,0.00016820939084042272
2023-09-18,0.0001678290166279816
2023-09-19,0.00016973052318995657
2023-09-20,0.0001689700299012638
2023-09-21,0.00017429042483304796
2023-09-22,0.00017239110255093938
2023-09-25,0.00017656841224821947
2023-09-26,0.00017694794971379055
2023-09-27,0.0001788450927284847
2023-09-28,0.00017808634435748216
2023-09-29,0.00017808634435748216
2023-10-02,0.00018187863628242918
2023-10-03,0.00018642460791267715
2023-10-04,0.00018339453887683687
2023-10-05,0.00018301561751409934
2023-10-06,0.00018528860314278713
2023-10-10,0.0001807413291903586
2023-10-11,0.00017770691576148115
2023-10-12,0.00018225766622380848
2023-10-13,0.0001796036960510499
2023-10-16,0.00018263665996539385
2023-10-17,0.00018718176379519815
2023-10-18,0.0001902089434734235
2023-10-19,0.00019285583268278736
2023-10-20,0.00019096537770527054
2023-10-23,0.00018831722681069576
2023-10-24,0.00018718176379519815
2023-10-25,0.0001917216677720267
2023-10-26,0.00018831722681069576
2023-10-27,0.00018756028756791357
2023-10-30,0.00018907402169584522
2023-10-31,0.00018907402169584522
2023-11-01,0.0001849098626062788
2023-11-02,0.00018112046777262315
2023-11-03,0.00017732745088256386
2023-11-06,0.00018112046777262315
2023-11-07,0.00017770691576148115
2023-11-08,0.00017429042483304796
2023-11-09,0.0001792244125173558
2023-11-10,0.0001788450927284847
2023-11-13,0.0001796036960510499
2023-11-14,0.00017239110255093938
2023-11-15,0.000175809228398906
2023-11-16,0.00017277103974001353
2023-11-17,0.00017239110255093938
2023-11-20,0.00017163111902505934
2023-11-21,0.00017125107267431598
2023-11-22,0.00017163111902505934
2023-11-24,0.00017353080500525872
2023-11-27,0.00017049087076236396
2023-11-28,0.00016858972859585473
2023-11-29,0.00016592659846591408
2023-11-30,0.00016973052318995657
2023-12-01,0.00016402326782927467
2023-12-04,0.00016630715506829193
2023-12-05,0.00016249994574981814
2023-12-06,0.00016021386562806812
2023-12-07,0.00016097603867722918
2023-12-08,0.00016440400699658554
2023-12-11,0.00016440400699658554
2023-12-12,0.00016326167988561593
2023-12-13,0.00015716370869983895
2023-12-14,0.00015258407291370092
2023-12-15,0.00015220219792247582
2023-12-18,0.00015372947744416923
2023-12-19,0.0001529659111596779
2023-12-20,0.0001502922715400059
2023-12-21,0.00015143833767598754
2023-12-22,0.00015182028617892964
2023-12-26,0.00015143833767598754
2023-12-27,0.00014761682932185041
2023-12-28,0.00014952804352257336
2023-12-29,0.00015105635240657254
2024-01-02,0.00015372947744416923
2024-01-03,0.00015220219792247582
2024-01-04,0.0001552561693811511
2024-01-05,0.00015754510655377796
2024-01-08,0.0001560192951466286
2024-01-09,0.00015640080300331373
2024-01-10,0.00015716370869983895
2024-01-11,0.00015487455145824763
2024-01-12,0.0001541112054968183
2024-01-16,0.00015830779230824056
2024-01-17,0.0001594515461620308
2024-01-18,0.00016097603867722918
2024-01-19,0.00016135707031305444
2024-01-22,0.00015983272420067493
2024-01-23,0.00016097603867722918
2024-01-24,0.00016249994574981814
2024-01-25,0.00016097603867722918
2024-01-26,0.00016135707031305444
2024-01-29,0.00015868908022285085
2024-01-30,0.0001579264677542304
2024-01-31,0.0001552561693811511
2024-02-01,0.00015067433036360567
2024-02-02,0.00015678227418536701
2024-02-05,0.00016211902384232588
2024-02-06,0.0001590703315051015
2024-02-07,0.0001590703315051015
2024-02-08,0.00016135707031305444
2024-02-09,0.00016211902384232588
2024-02-12,0.00016211902384232588
2024-02-13,0.0001674486059515408
2024-02-14,0.00016592659846591408
2024-02-15,0.00016478470963689803
2024-02-16,0.00016706815880410843
2024-02-20,0.00016592659846591408
2024-02-21,0.0001678290166279816
2024-02-22,0.00016820939084042272
2024-02-23,0.0001655460053645574
2024-02-26,0.00016630715506829193
2024-02-27,0.0001674486059515408
2024-02-28,0.00016592659846591408
2024-02-29,0.00016516537575722004
2024-03-01,0.00016288083109524215
2024-03-04,0.00016402326782927467
2024-03-05,0.00016059497045124252
2024-03-06,0.00015983272420067493
2024-03-07,0.0001590703315051015
2024-03-08,0.0001590703315051015
2024-03-11,0.0001594515461620308
2024-03-12,0.00016173806536574534
2024-03-13,0.00016288083109524215
2024-03-14,0.00016668767517869076
2024-03-15,0.0001674486059515408
2024-03-18,0.00016858972859585473
2024-03-19,0.00016706815880410843
2024-03-20,0.00016592659846591408
2024-03-21,0.00016592659846591408
2024-03-22,0.00016402326782927467
2024-03-25,0.00016516537575722004
2024-03-26,0.00016478470963689803
2024-03-27,0.00016326167988561593
2024-03-28,0.00016326167988561593
2024-04-01,0.00016820939084042272
2024-04-02,0.00016935029476363648
2024-04-03,0.00016935029476363648
2024-04-04,0.0001674486059515408
2024-04-05,0.00017049087076236396
2024-04-08,0.00017163111902505934
2024-04-09,0.00016935029476363648
2024-04-10,0.00017656841224821947
2024-04-11,0.00017694794971379055
2024-04-12,0.00017467018022529468
2024-04-15,0.0001796036960510499
2024-04-16,0.00018112046777262315
2024-04-17,0.00017808634435748216
2024-04-18,0.0001799829433364968
2024-04-19,0.0001792244125173558
2024-04-22,0.0001792244125173558
2024-04-23,0.0001788450927284847
2024-04-24,0.00018036215438062443
2024-04-25,0.00018225766622380848
2024-04-26,0.00018112046777262315
2024-04-29,0.0001796036960510499
2024-04-30,0.00018187863628242918
2024-05-01,0.0001796036960510499
2024-05-02,0.00017770691576148115
2024-05-03,0.00017467018022529468
2024-05-06,0.00017429042483304796
2024-05-07,0.00017353080500525872
2024-05-08,0.0001739106330953552
2024-05-09,0.00017277103974001353
2024-05-10,0.00017467018022529468
2024-05-13,0.0001739106330953552
2024-05-14,0.00017277103974001353
2024-05-15,0.00016935029476363648
2024-05-16,0.00017011071518720583
2024-05-17,0.00017163111902505934
2024-05-20,0.00017239110255093938
2024-05-21,0.00017125107267431598
2024-05-22,0.00017201112898161057
2024-05-23,0.00017353080500525872
2024-05-24,0.00017315094055579873
2024-05-28,0.0001761888384789068
2024-05-29,0.0001788450927284847
2024-05-30,0.00017656841224821947
2024-05-31,0.00017504989927905108
2024-06-03,0.00017125107267431598
2024-06-04,0.00016820939084042272
2024-06-05,0.00016668767517869076
2024-06-06,0.00016630715506829193
2024-06-07,0.00017201112898161057
2024-06-10,0.00017353080500525872
2024-06-11,0.00017049087076236396
2024-06-12,0.0001674486059515408
2024-06-13,0.00016478470963689803
2024-06-14,0.00016326167988561593
2024-06-17,0.00016630715506829193
2024-06-18,0.00016402326782927467
2024-06-20,0.00016516537575722004
2024-06-21,0.00016516537575722004
2024-06-24,0.00016516537575722004
2024-06-25,0.00016440400699658554
2024-06-26,0.0001678290166279816
2024-06-27,0.00016668767517869076
2024-06-28,0.00016935029476363648
2024-07-01,0.0001739106330953552
2024-07-02,0.00017201112898161057
2024-07-03,0.00016935029476363648
2024-07-05,0.00016630715506829193
2024-07-08,0.00016630715506829193
2024-07-09,0.00016706815880410843
2024-07-10,0.00016630715506829193
2024-07-11,0.00016326167988561593
2024-07-12,0.00016249994574981814
2024-07-15,0.00016440400699658554
2024-07-16,0.00016211902384232588
2024-07-17,0.00016173806536574534
2024-07-18,0.00016326167988561593
2024-07-19,0.00016516537575722004
2024-07-22,0.0001655460053645574
2024-07-23,0.00016516537575722004
2024-07-24,0.00016630715506829193
2024-07-25,0.00016592659846591408
2024-07-26,0.00016326167988561593
2024-07-29,0.00016211902384232588
2024-07-30,0.00016135707031305444
2024-07-31,0.0001590703315051015
2024-08-01,0.0001552561693811511
2024-08-02,0.00014799914580832115
2024-08-05,0.00014723447599802484
2024-08-06,0.00015182028617892964
2024-08-07,0.0001541112054968183
2024-08-08,0.0001552561693811511
2024-08-09,0.0001533477126674783
2024-08-12,0.00015182028617892964
2024-08-13,0.00014991017592869016
2024-08-14,0.0001491458743145683
2024-08-15,0.00015258407291370092
2024-08-16,0.00015143833767598754
2024-08-19,0.0001502922715400059
2024-08-20,0.00014876366829758573
2024-08-21,0.00014761682932185041
2024-08-22,0.0001502922715400059
2024-08-23,0.00014838142546453448
2024-08-26,0.00014876366829758573
2024-08-27,0.0001491458743145683
2024-08-28,0.00014952804352257336
2024-08-29,0.00015067433036360567
2024-08-30,0.00015220219792247582
2024-09-03,0.00014952804352257336
2024-09-04,0.000146852085829745
2024-09-05,0.00014532215657002146
2024-09-06,0.00014493958207290543
2024-09-09,0.0001441743224102786
2024-09-10,0.0001422605273559413
2024-09-11,0.0001422605273559413
2024-09-12,0.00014340891514235372
2024-09-13,0.00014264336021217893
2024-09-16,0.00014149475082553446
2024-09-17,0.0001422605273559413
2024-09-18,0.0001441743224102786
2024-09-19,0.00014532215657002146
2024-09-20,0.00014532215657002146
2024-09-23,0.00014608719493141428
2024-09-24,0.0001457046941871542
2024-09-25,0.00014761682932185041
2024-09-26,0.00014761682932185041
2024-09-27,0.00014608719493141428
2024-09-30,0.00014838142546453448
2024-10-01,0.0001457046941871542
2024-10-02,0.00014761682932185041
2024-10-03,0.00014991017592869016
2024-10-04,0.00015487455145824763
2024-10-07,0.00015678227418536701
2024-10-08,0.00015716370869983895
2024-10-09,0.0001579264677542304
2024-10-10,0.0001590703315051015
2024-10-11,0.00015868908022285085
2024-10-15,0.00015678227418536701
2024-10-16,0.00015640080300331373
2024-10-17,0.0001590703315051015
2024-10-18,0.00015868908022285085
2024-10-21,0.00016288083109524215
2024-10-22,0.00016326167988561593
2024-10-23,0.00016478470963689803
2024-10-24,0.00016364249212795541
2024-10-25,0.00016516537575722004
2024-10-28,0.00016630715506829193
2024-10-29,0.00016630715506829193
2024-10-30,0.00016668767517869076
2024-10-31,0.00016630715506829193
2024-11-01,0.00016973052318995657
2024-11-04,0.0001674486059515408
2024-11-05,0.0001655460053645574
2024-11-06,0.00017163111902505934
2024-11-07,0.0001674486059515408
2024-11-08,0.00016706815880410843
2024-11-12,0.00017201112898161057
2024-11-13,0.00017239110255093938
2024-11-14,0.00017201112898161057
2024-11-15,0.00017201112898161057
2024-11-18,0.00017163111902505934
2024-11-19,0.00017049087076236396
2024-11-20,0.00017125107267431598
2024-11-21,0.00017201112898161057
2024-11-22,0.00017125107267431598
2024-11-25,0.00016592659846591408
2024-11-26,0.00016706815880410843
2024-11-27,0.00016516537575722004
2024-11-29,0.00016249994574981814
2024-12-02,0.00016288083109524215
2024-12-03,0.00016440400699658554
2024-12-04,0.00016288083109524215
2024-12-05,0.00016211902384232588
2024-12-06,0.00016135707031305444
